Control,length_mu
sd24_10x1a12_roothairs.csv,232.4676208
sd24_10x1a1_roothairs.csv,194.6556214
sd24_10x1a2_roothairs.csv,278.3595451
sd24_10x1a3_roothairs.csv,264.4745837
sd24_10x1a4_roothairs.csv,253.5538353
sd24_10x1a5_roothairs.csv,282.6448669
sd24_10x1a7_roothairs.csv,291.7494085
sd24_10x1a8_roothairs.csv,160.1995513
sd24_10x1a9_roothairs.csv,253.0226955
sd24_10x2a1_roothairs.csv,246.9941236
sd24_10x2a2_roothairs.csv,282.1870948
sd24_10x2a3_roothairs.csv,279.5103159
sd24_10x2a4_roothairs.csv,202.3044281
sd24_10x2a5_roothairs.csv,355.0387923
sd24_10x2a6_roothairs.csv,266.4743469
sd24_10x2a7_roothairs.csv,314.4584351
sd24_10x2a8_roothairs.csv,303.7152396
sd24_10x3a1_roothairs.csv,276.9661255
sd24_10x3a2_roothairs.csv,246.4657745
sd24_10x3a3_roothairs.csv,260.3026428
sd24_10x3a4_roothairs.csv,355.1666565
sd24_10x3a5_roothairs.csv,286.2670898
sd24_10x3a6_roothairs.csv,297.14082
sd24_10x3a7_roothairs.csv,237.5383148
sd24_10x4a11_roothairs.csv,216.3065889
sd24_10x4a12_roothairs.csv,259.3528137
sd24_10x4a13_roothairs.csv,236.9273071
sd24_10x4a1_roothairs.csv,251.4732346
sd24_10x4a2_roothairs.csv,313.4872513
sd24_10x4a3_roothairs.csv,304.5406269
sd24_10x4a4_roothairs.csv,273.4417725
sd24_10x4a5_roothairs.csv,359.7449341
sd24_10x4a6_roothairs.csv,324.1343994
sd24_10x4a7_roothairs.csv,217.8540497
sd24_10x4a8_roothairs.csv,269.4523926
sd24_10x4a9_roothairs.csv,225.5917383
sd24_10x5a10_roothairs.csv,383.7273175
sd24_10x5a11_roothairs.csv,280.4618498
sd24_10x5a12_roothairs.csv,299.4190473
sd24_10x5a13_roothairs.csv,211.8936157
sd24_10x5a1_roothairs.csv,436.2131218
sd24_10x5a2_roothairs.csv,285.5498566
sd24_10x5a3_roothairs.csv,215.9632045
sd24_10x5a4_roothairs.csv,287.4477867
sd24_10x5a5_roothairs.csv,281.5826386
sd24_10x5a6_roothairs.csv,306.7379266
sd24_10x5a7_roothairs.csv,287.4400013
sd24_10x5a8_roothairs.csv,307.9940674
sd24_10x5a9_roothairs.csv,250.2145081
sd24_10x6a1_roothairs.csv,295.9127798
sd24_10x6a2_roothairs.csv,305.6281317
sd24_10x6a3_roothairs.csv,176.6683312
sd24_10x6a4_roothairs.csv,231.4554097
sd24_10x6a5_roothairs.csv,363.8280585
sd24_10x6a6_roothairs.csv,419.1756592
sd24_10x6a7_roothairs.csv,315.6602173
sd25_10x1a1_roothairs.csv,100.5896835
sd25_10x21_roothairs.csv,124.8757883
sd25_10xs11_roothairs.csv,103.7792412
sd25_10xs12_roothairs.csv,100.2052173
sd26_10x2a1_roothairs.csv,48.28158342
sd26_10x3a1_roothairs.csv,57.8220891
sd26_10x3a2_roothairs.csv,54.98573545
sd26_10x3a3_roothairs.csv,63.58008957
sd26_10x4a1_roothairs.csv,54.85147095
sd26_10x5a1_roothairs.csv,43.598946
sd26_10x5a2_roothairs.csv,44.33817083
sd26_10x71_roothairs.csv,51.40456391
sd26_10x72_roothairs.csv,68.02936033
sd26_10xa1_roothairs.csv,67.35065441
sd26_10xa2_roothairs.csv,74.55229493
sd27_10x11_roothairs.csv,161.8930228
sd27_10x12_roothairs.csv,219.2735308
sd27_10x13_roothairs.csv,202.1681413
sd27_10x14_roothairs.csv,194.7632234
sd27_10x15_roothairs.csv,229.1714637
sd27_10x16_roothairs.csv,148.9771081
sd27_10x21_roothairs.csv,229.7711791
sd27_10x22_roothairs.csv,110.1916534
sd27_10x23_roothairs.csv,236.1531717
sd27_10x24_roothairs.csv,190.4441833
sd27_10x25_roothairs.csv,172.1119704
sd27_10x26_roothairs.csv,245.781344
sd27_10x27_roothairs.csv,164.685721
sd27_10x31_roothairs.csv,150.0412741
sd27_10x32_roothairs.csv,153.5870081
sd27_10x33_roothairs.csv,250.158939
sd27_10x34_roothairs.csv,235.5044971
sd27_10x41_roothairs.csv,234.147366
sd27_10x42_roothairs.csv,202.8776197
sd27_10x43_roothairs.csv,172.2040051
sd27_10x44_roothairs.csv,192.3170471
sd27_10x8a1_roothairs.csv,221.2693049
sd27_10x8a2_roothairs.csv,99.45763497
sd27_10x8a3_roothairs.csv,275.0621692
sd27_10x8a4_roothairs.csv,190.2151207
sd27_10x8a5_roothairs.csv,268.230747
sd27_10x8a6_roothairs.csv,268.5813742
sd27_10x9a2_roothairs.csv,179.9161667
sd27_10x9a3_roothairs.csv,167.8056049
sd27_10x9a4_roothairs.csv,183.7966782
sd27_10xs11_roothairs.csv,224.9247957
sd27_10xs21_roothairs.csv,118.6483253
sd27_10xs22_roothairs.csv,151.5870911
sd27_10xs31_roothairs.csv,256.3601154
sd27_10xs41_roothairs.csv,213.0275236
sd27_10xs42_roothairs.csv,174.9550546
sd27_10xs51_roothairs.csv,213.6264884
sd27_10xs52_roothairs.csv,245.8947128
sd27_10xs53_roothairs.csv,179.3771015
sd27_10xs54_roothairs.csv,211.8528326
sd27_10xs7a1_roothairs.csv,226.5970109
sd27_10xs7a2_roothairs.csv,201.6050828
sd27_10xs7a3_roothairs.csv,287.1006892
sd27_10xs7a4_roothairs.csv,179.930122
sd27_10xs7a5_roothairs.csv,192.4935599
sd28_10x11_roothairs.csv,34.81205061
sd28_10xs11_roothairs.csv,64.08988027
sd28_10xs21_roothairs.csv,77.25868539
sd29_10x10a1_roothairs.csv,128.7583709
sd29_10x10a2_roothairs.csv,205.2631898
sd29_10x10a3_roothairs.csv,141.7280794
sd29_10x10a4_roothairs.csv,186.8092346
sd29_10x11a1_roothairs.csv,154.5214724
sd29_10x11a2_roothairs.csv,177.8272629
sd29_10x11a3_roothairs.csv,149.5958252
sd29_10x11a4_roothairs.csv,125.3621567
sd29_10x1a1_roothairs.csv,166.1590424
sd29_10x1a2_roothairs.csv,232.1759481
sd29_10x1a3_roothairs.csv,291.725769
sd29_10x1a4_roothairs.csv,260.3208046
sd29_10x1a5_roothairs.csv,269.8759155
sd29_10x1a6_roothairs.csv,166.8579803
sd29_10x1a7_roothairs.csv,222.1020715
sd29_10x1a8_roothairs.csv,217.2247437
sd29_10x1a9_roothairs.csv,254.6200653
sd29_10x2a1_roothairs.csv,212.6386719
sd29_10x2a2_roothairs.csv,246.3925018
sd29_10x2a3_roothairs.csv,141.592392
sd29_10x2a4_roothairs.csv,210.9586182
sd29_10x2a5_roothairs.csv,226.9579224
sd29_10x2a6_roothairs.csv,215.651001
sd29_10x2a7_roothairs.csv,263.4915009
sd29_10x2a8_roothairs.csv,268.0041176
sd29_10x2a9_roothairs.csv,201.2037682
sd29_10x3a10_roothairs.csv,242.8195038
sd29_10x3a11_roothairs.csv,244.0522369
sd29_10x3a12_roothairs.csv,256.9197546
sd29_10x3a1_roothairs.csv,213.72435
sd29_10x3a2_roothairs.csv,273.3239441
sd29_10x3a3_roothairs.csv,224.4110656
sd29_10x3a4_roothairs.csv,219.7428894
sd29_10x3a5_roothairs.csv,200.5294647
sd29_10x3a6_roothairs.csv,256.3196411
sd29_10x3a7_roothairs.csv,307.0081787
sd29_10x3a8_roothairs.csv,269.2385864
sd29_10x3a9_roothairs.csv,258.2301636
sd29_10x4a10_roothairs.csv,181.2444893
sd29_10x4a12_roothairs.csv,193.3681946
sd29_10x4a13_roothairs.csv,195.7908325
sd29_10x4a14_roothairs.csv,217.7160034
sd29_10x4a1_roothairs.csv,225.9350586
sd29_10x4a2_roothairs.csv,219.8342896
sd29_10x4a3_roothairs.csv,244.4841766
sd29_10x4a4_roothairs.csv,241.5533752
sd29_10x4a5_roothairs.csv,182.5137439
sd29_10x4a6_roothairs.csv,262.3153381
sd29_10x4a7_roothairs.csv,181.5012817
sd29_10x4a8_roothairs.csv,197.6619873
sd29_10x4a9_roothairs.csv,175.0170176
sd29_10x5a1_roothairs.csv,153.9242729
sd29_10x5a2_roothairs.csv,134.2547135
sd29_10x5a3_roothairs.csv,196.114576
sd29_10x5a4_roothairs.csv,208.4838677
sd29_10x5a5_roothairs.csv,222.03806
sd29_10x5a6_roothairs.csv,224.1605514
sd29_10x5a7_roothairs.csv,230.5258785
sd29_10x6a1_roothairs.csv,164.9835358
sd29_10x6a2_roothairs.csv,180.089447
sd29_10x6a3_roothairs.csv,197.3115707
sd29_10x6a4_roothairs.csv,154.5728302
sd29_10x6a5_roothairs.csv,189.9972404
sd29_10x6a6_roothairs.csv,257.3323763
sd29_10x6a7_roothairs.csv,294.6211548
sd29_10x7a10_roothairs.csv,206.6456299
sd29_10x7a11_roothairs.csv,171.7626978
sd29_10x7a1_roothairs.csv,146.8631592
sd29_10x7a2_roothairs.csv,188.5057588
sd29_10x7a3_roothairs.csv,172.0026415
sd29_10x7a4_roothairs.csv,174.0366058
sd29_10x7a5_roothairs.csv,162.366391
sd29_10x7a7_roothairs.csv,143.1776428
sd29_10x7a8_roothairs.csv,117.8080661
sd29_10x7a9_roothairs.csv,144.7425895
sd29_10x8a10_roothairs.csv,258.1751274
sd29_10x8a11_roothairs.csv,175.1473976
sd29_10x8a12_roothairs.csv,208.8452028
sd29_10x8a1_roothairs.csv,134.7826385
sd29_10x8a2_roothairs.csv,143.3505249
sd29_10x8a3_roothairs.csv,248.8817354
sd29_10x8a4_roothairs.csv,163.0075684
sd29_10x8a5_roothairs.csv,214.564682
sd29_10x8a6_roothairs.csv,128.6148453
sd29_10x8a7_roothairs.csv,167.8488473
sd29_10x8a8_roothairs.csv,223.2722168
sd29_10x8a9_roothairs.csv,191.5744324
sd29_10x9a1_roothairs.csv,172.5044313
sd29_10x9a2_roothairs.csv,216.151609
sd29_10x9a3_roothairs.csv,161.3859704
sd29_10x9a4_roothairs.csv,213.148874
sd29_10x9a5_roothairs.csv,200.9043418
sd29_10x9a6_roothairs.csv,216.1024429
sd29_10x9a7_roothairs.csv,150.2584686
sd29_10xs1a1_roothairs.csv,233.3237305
sd29_10xs1a2_roothairs.csv,169.2889389
sd29_10xs1a3_roothairs.csv,93.5450592
sd29_10xs2a1_roothairs.csv,198.6030537
sd29_10xs2a2_roothairs.csv,200.5415353
sd29_10xs2a3_roothairs.csv,249.246048
sd29_10xs31_roothairs.csv,237.3398562
sd29_10xs32_roothairs.csv,238.8896271
sd29_10xs33_roothairs.csv,152.1422729
sd29_10xs34_roothairs.csv,123.0975342
sd2_10x1a1_roothairs.csv,59.10483148
sd2_10x1a2_roothairs.csv,99.45248425
sd2_10x1a3_roothairs.csv,59.42505258
sd2_10x1a4_roothairs.csv,124.3509104
sd2_10x1a5_roothairs.csv,153.1129792
sd2_10x2a1_roothairs.csv,78.37719637
sd2_10x2a2_roothairs.csv,131.8698536
sd2_10x2a3_roothairs.csv,75.49052582
sd2_10x2a4_roothairs.csv,67.52426549
sd2_10x2a5_roothairs.csv,76.8933754
sd2_10x2a6_roothairs.csv,101.3470691
sd2_10x3a1_roothairs.csv,47.35148239
sd2_10x3a2_roothairs.csv,110.495911
sd2_10x3a3_roothairs.csv,103.0110436
sd2_10x3a4_roothairs.csv,96.26907491
sd2_10x3a5_roothairs.csv,111.489695
sd2_10x3a6_roothairs.csv,76.69495106
sd30_10x1a1_roothairs.csv,136.7896909
sd30_10x1a2_roothairs.csv,169.9619736
sd30_10x1a3_roothairs.csv,212.2191162
sd30_10x1a4_roothairs.csv,163.9864919
sd30_10x1a5_roothairs.csv,173.2344537
sd30_10x1a6_roothairs.csv,140.311055
sd30_10x1a7_roothairs.csv,230.5677094
sd30_10x2a1_roothairs.csv,214.0776611
sd30_10x2a3_roothairs.csv,178.6220782
sd30_10x2a4_roothairs.csv,180.5369568
sd30_10x2a5_roothairs.csv,143.4009247
sd30_10x2a6_roothairs.csv,182.1984787
sd30_10x2a7_roothairs.csv,283.2076389
sd30_10x3a1_roothairs.csv,200.5998342
sd30_10x3a2_roothairs.csv,176.4367545
sd30_10x4a1_roothairs.csv,130.2668915
sd30_10x4a2_roothairs.csv,173.6247101
sd30_10x4a3_roothairs.csv,266.1315571
sd30_10x4a4_roothairs.csv,194.9031372
sd30_10x4a5_roothairs.csv,270.9916751
sd30_10x4a6_roothairs.csv,221.7444305
sd30_10x4a7_roothairs.csv,160.1671143
sd30_10x5a1_roothairs.csv,156.4703186
sd30_10x5a2_roothairs.csv,225.3124847
sd30_10x5a3_roothairs.csv,109.9047932
sd30_10x5a4_roothairs.csv,180.9302979
sd30_10x5a5_roothairs.csv,216.8656921
sd30_10x6a1_roothairs.csv,195.1161133
sd30_10x6a2_roothairs.csv,189.1314392
sd30_10x6a3_roothairs.csv,198.9031266
sd30_10x6a4_roothairs.csv,273.3774643
sd30_10x6a5_roothairs.csv,248.6608019
sd30_10x6a6_roothairs.csv,221.1209956
sd30_10x6a7_roothairs.csv,208.1674194
sd30_10x6a8_roothairs.csv,163.3397812
sd30_10x7a1_roothairs.csv,165.3271937
sd30_10x7a2_roothairs.csv,192.5291901
sd30_10x7a3_roothairs.csv,124.8970261
sd30_10x7a4_roothairs.csv,132.1607361
sd30_10x7a5_roothairs.csv,126.9671707
sd30_10x8a1_roothairs.csv,151.4814697
sd30_10x8a2_roothairs.csv,141.9213852
sd30_10x8a3_roothairs.csv,123.6623383
sd30_10x8a4_roothairs.csv,118.2707825
sd30_10x8a5_roothairs.csv,147.6498108
sd30_10x8a6_roothairs.csv,102.9813004
sd30_10x8a7_roothairs.csv,88.37882996
sd30_10x8a8_roothairs.csv,111.9884087
sd30_10xs1a1_roothairs.csv,130.6942619
sd30_10xs1a2_roothairs.csv,208.7771881
sd30_10xs2a1_roothairs.csv,167.7947635
sd30_10xs2a2_roothairs.csv,179.4024658
sd30_10xs2a3_roothairs.csv,163.2864258
sd30_10xs2a4_roothairs.csv,153.4664993
sd30_10xs2a5_roothairs.csv,196.6071884
sd30_10xs2a6_roothairs.csv,82.42837524
sd30_10xs2a7_roothairs.csv,193.2586811
sd30_10xs2a8_roothairs.csv,205.0498825
sd30_10xs31_roothairs.csv,177.2280383
sd30_10xs32_roothairs.csv,141.7487632
sd3_10x1a1_roothairs.csv,66.25154986
sd3_10x1a2_roothairs.csv,79.2816515
sd3_10x1a3_roothairs.csv,58.25388718
sd3_10x1a4_roothairs.csv,80.65607326
sd3_10x1a5_roothairs.csv,79.30162811
sd3_10x1a6_roothairs.csv,98.20670319
sd3_10x1a7_roothairs.csv,85.15153427
sd3_10x2a1_roothairs.csv,96.57692269
sd3_10x2a2_roothairs.csv,115.1438118
sd3_10x2a3_roothairs.csv,81.98536606
sd3_10x2a4_roothairs.csv,125.171262
sd3_10x2a5_roothairs.csv,80.68966295
sd3_10x2a6_roothairs.csv,108.3775147
sd3_10x3a1_roothairs.csv,89.16097934
sd3_10x3a2_roothairs.csv,102.3949235
sd3_10x3a3_roothairs.csv,114.2829071
sd3_10x3a4_roothairs.csv,77.02935105
sd3_10x3a5_roothairs.csv,70.44915771
sd3_10x3a6_roothairs.csv,72.13942068
sd3_10x41_roothairs.csv,58.4040451
sd3_10x42_roothairs.csv,67.41905594
sd3_10x43_roothairs.csv,68.88089371
sd3_10x44_roothairs.csv,48.92984009
sd3_10x45_roothairs.csv,143.1270752
sd3_10x46_roothairs.csv,80.92168147
sd3_10x5a1_roothairs.csv,119.9012222
sd3_10x5a2_roothairs.csv,81.73488465
sd3_10x5a3_roothairs.csv,78.55656511
sd3_10x5a4_roothairs.csv,98.63504257
sd3_10x5a5_roothairs.csv,81.2439836
sd3_10x5a6_roothairs.csv,75.68894577
sd3_10x61_roothairs.csv,83.30814362
sd3_10x62_roothairs.csv,83.75380142
sd3_10x64_roothairs.csv,96.53939445
sd3_10x65_roothairs.csv,68.95205532
sd3_10x66_roothairs.csv,73.23896508
sd3_10x67_roothairs.csv,88.90801288
sd3_10x67_roothairs.csv,29.71290001
sd3_10x68_roothairs.csv,94.83772431
sd3_10x69_roothairs.csv,139.7995628
sd3_10x71_roothairs.csv,98.3554142
sd3_10x72_roothairs.csv,89.96880297
sd3_10x73_roothairs.csv,91.79482522
sd4_10x21_roothairs.csv,45.83478546
sd4_10x31_roothairs.csv,70.36670663
sd4_10x41_roothairs.csv,122.5495148
sd4_10x42_roothairs.csv,82.20242028
sd4_10x51_roothairs.csv,119.999131
sd4_10x61_roothairs.csv,85.99548409
sd5_10x11_roothairs.csv,80.59098903
sd5_10x2a1_roothairs.csv,160.5892532
sd5_10x2a2_roothairs.csv,63.89433603
sd5_10x3a1_roothairs.csv,121.7503009
sd5_10x3a2_roothairs.csv,75.98451614
sd5_10x3a3_roothairs.csv,113.1969214
sd5_10x4a1_roothairs.csv,211.9508277
sd5_10x4a2_roothairs.csv,130.7082748
sd5_10x5a1_roothairs.csv,149.1893567
sd5_10x5a2_roothairs.csv,126.0063667
sd5_10x5a3_roothairs.csv,139.4172696
sd5_10x5a4_roothairs.csv,83.52559363
sd5_10x5a5_roothairs.csv,139.4663481
sd6_10x1a1_roothairs.csv,104.9699012
sd6_10x2a1_roothairs.csv,127.0118584
sd6_10x2a2_roothairs.csv,58.55686569
sd7_10x1a1_roothairs.csv,217.2898865
sd7_10x1a2_roothairs.csv,200.0034943
sd7_10x1a3_roothairs.csv,150.0648992
sd7_10x1a4_roothairs.csv,202.8645462
sd7_10x3a1_roothairs.csv,111.1243134
sd7_10x3a2_roothairs.csv,130.547437
sd7_10x3a3_roothairs.csv,210.0639286
sd7_10x3a4_roothairs.csv,98.36718623
sd7_10x3a5_roothairs.csv,126.2463861
sd7_10x3a6_roothairs.csv,145.1472168
sd7_10x3a7_roothairs.csv,191.0694077
sd7_10x3a8_roothairs.csv,132.7032245
sd7_10X4a1_roothairs.csv,116.4606232
sd7_10X4a2_roothairs.csv,101.2388382
sd7_10X4a3_roothairs.csv,132.2284607
sd7_10X4a4_roothairs.csv,195.556858
sd7_10X4a5_roothairs.csv,132.468896
sd7_10X4a6_roothairs.csv,143.7787646
sd7_10X4a7_roothairs.csv,122.0879139
sd7_10X4a8_roothairs.csv,137.793045
sd7_10x6a1_roothairs.csv,180.6550757
sd7_10x6a2_roothairs.csv,203.8500061
sd7_10x6a3_roothairs.csv,112.6960678
sd7_10x6a4_roothairs.csv,179.1103317
sd7_10x6a5_roothairs.csv,128.932695
sd7_10x6a6_roothairs.csv,93.61184027
sd7_10x6a7_roothairs.csv,115.0452042
sd7_10xs1a1_roothairs.csv,228.5700073
sd7_10xs1a2_roothairs.csv,217.7968337
sd7_10xs1a3_roothairs.csv,100.0404566
sd7_10xs1a4_roothairs.csv,223.0960083
sd7_10xs1a5_roothairs.csv,114.5914917
sd7_10xs1a6_roothairs.csv,171.2863192
sd7_10xs1a7_roothairs.csv,189.3717546
sd7_10xs1a8_roothairs.csv,158.8418274
sd7_10xs2a1_roothairs.csv,173.6342773
sd7_10xs2a2_roothairs.csv,173.6252304
sd7_10xs2a3_roothairs.csv,87.96576691
sd7_10xs2a4_roothairs.csv,132.0906754
sd7_10xs2a5_roothairs.csv,197.478683
sd7_10xs31_roothairs.csv,163.9461845
sd7_10xs32_roothairs.csv,147.0291443
sd7_10xs33_roothairs.csv,115.286929
sd7_10xs34_roothairs.csv,160.5805382
sd7_10xs41_roothairs.csv,72.53814316
sd7_10xs42_roothairs.csv,108.9444393
sd8_10x11_roothairs.csv,81.38664434
sd8_10x12_roothairs.csv,71.32307916
sd8_10x13_roothairs.csv,103.6828247
sd8_10x14_roothairs.csv,72.61766815
sd8_10x15_roothairs.csv,115.367157
sd8_10x2a1_roothairs.csv,150.9296875
sd8_10x2a2_roothairs.csv,111.1551895
sd8_10x31_roothairs.csv,98.67992245
sd8_10x32_roothairs.csv,119.914534
sd8_10x33_roothairs.csv,84.92674847
sd8_10x34_roothairs.csv,94.85020403
sd8_10x41_roothairs.csv,73.90438996
sd8_10x42_roothairs.csv,120.0640651
sd8_10x43_roothairs.csv,89.28816875
sd8_10x44_roothairs.csv,59.80667572
sd9_10x1a1_roothairs.csv,124.4084747
sd9_10x1a2_roothairs.csv,160.8821411
sd9_10x1a3_roothairs.csv,202.2012753
sd9_10x1a4_roothairs.csv,179.4165521
sd9_10x1a5_roothairs.csv,187.6862358
sd9_10x1a6_roothairs.csv,238.4234254
sd9_10x2a1_roothairs.csv,156.7881696
sd9_10x2a2_roothairs.csv,199.5302954
sd9_10x2a3_roothairs.csv,191.522007
sd9_10x2a4_roothairs.csv,154.1204719
sd9_10x2a5_roothairs.csv,153.9514439
sd9_10x2a6_roothairs.csv,264.2507324
sd9_10x3a1_roothairs.csv,199.0964169
sd9_10x3a2_roothairs.csv,178.7378487
sd9_10x3a3_roothairs.csv,265.9683685
sd9_10x3a4_roothairs.csv,237.7180206
sd9_10x4a1_roothairs.csv,146.4448242
sd9_10x4a2_roothairs.csv,160.8010042
sd9_10x4a3_roothairs.csv,201.5454712
sd9_10x4a4_roothairs.csv,283.8270569
sd9_10x4a5_roothairs.csv,221.218074
sd9_10x5a1_roothairs.csv,151.5782838
sd9_10x5a2_roothairs.csv,192.5454559
sd9_10x5a3_roothairs.csv,216.6289673
sd9_10x5a4_roothairs.csv,225.7070959
sd9_10x6a1_roothairs.csv,211.6920471
sd9_10x6a2_roothairs.csv,189.6392713
sd9_10x6a4_roothairs.csv,190.9189821
sd9_10x6a5_roothairs.csv,171.3197937
sd9_10x7a1_roothairs.csv,175.7188303
sd9_10x7a2_roothairs.csv,178.1581009
sd9_10x7a3_roothairs.csv,117.1871653
sd9_10x7a4_roothairs.csv,124.4147568
sd9_10x7a5_roothairs.csv,112.6505966
sd9_10x8a1_roothairs.csv,150.7521867
sd9_10x8a2_roothairs.csv,114.2956238
sd9_10x8a3_roothairs.csv,127.1390244
sd9_10x8a4_roothairs.csv,173.7919065
sd9_10x8a5_roothairs.csv,99.32771301
sd9_10xs1a1_roothairs.csv,154.9350701
sd9_10xs1a2_roothairs.csv,209.4930026
sd9_10xs2a1_roothairs.csv,213.9915314
sd9_10xs2a2_roothairs.csv,187.3356977
sd9_10xs2a3_roothairs.csv,83.90024654
sd9_10xs31_roothairs.csv,193.0654205